id_efectivo,id_especialidad,id_unidad_actual,id_rango_actual,nombre,ci,fecha_nacimiento,genero,departamento_origen,fecha_ingreso,estado,salario_mensual
827,18,27,10,Quispe Montaño René,12667763-BN,1993/04/27,hombre,Bn,22/11/2014,activo,7310
828,19,5,1,Mendoza Rodríguez Mauricio,3.659.852 LP,20030125,masculino,La Paz,2023/08/26,activo,2525.5
829,11,40,3,Tito Gutiérrez Mario,C.I. 14111818 LP,11-03-1992,Masc.,La Paz,2015/11/28,en actividad,3408.73
830,19,29,4,COLQUE CUSI ANDRÉS,7726215-cb,10/08/1998,Hombre,Cochabamba,27/07/2017,en actividad,"Bs 3.798,34"
831,15,29,2,Nina\tTorrez Pedro,11342460-SC,1999/02/21,HOMBRE,Sta. Cruz,2021/11/12,Act.,"Bs 2.646,96"
832,20,19,4,Cruz Paredes Marcelo,2314715-CB,19961028,H,Cbba,2019/10/13,A,"Bs.3,177.33"
833,20,16,3,POMA SALAZAR ANDRÉS,10883261,1988/05/19,Masc.,BENI,08/05/2013,activo,2792.68
834,19,18,14,Chura Cruz Armando,12224089,04-06-1966,M,pando,25/01/1991,activo.,"Bs 11.553,45"
835,20,33,10,Orellana   Saavedra   Viviana,CI: 3136181,11-28-1994,MUJER,LA PAZ,2014/04/20,Act.,BS 6494.41
836,2,16,2,Calle   Arce   Erick,14048412SC,10/01/1998,M,SCZ,14/10/2018,Activo,2411.13
837,7,22,6,Poma   Saavedra   Marcelo,CI: 12861135,21/06/1998,Masculino,Cbba,2023/01/18,Rsv.,"Bs. 4,793.27"
838,2,14,6,Huanca\tMendoza René,10239717-BN,07/03/1989,H,beni,22/03/2013,ACTIVO,3612.19
839,18,2,7,Paco Callisaya Wilson,1.203.9957 SC,09-26-1981,M,SANTA CRUZ,23-06-2005,ACTIVO,"Bs.4,282.85"
840,5,15,1,ROJAS CONDORI JAVIER RUBÉN,6.344.163 CB,06/01/2003,MASCULINO,COCHABAMBA,20/09/2022,Rsv.,2148
841,1,15,2,  Poma Salazar Daniel Ramiro  ,4615930-pn,1998/04/07,Hombre,Pando,07-15-2018,act,2675.55
842,12,14,3,ramos cabrera alejandro,3911866-OR,06/02/1981,MASCULINO,Oruro,19/12/2001,A,"2,782.48 Bs"
843,6,43,2,Machaca Aliaga Adrián,8620528-LP,02-05-2000,masculino,LA PAZ,15-01-2020,EN ACTIVIDAD,"Bs.2,666.66"
844,2,25,3,Copa Blanco Rubén,4068162 - tj,18/11/1991,Masculino,TARIJA,28/09/2012,reserva,"2,688.68"
845,8,32,2,Suárez   Fernández   René,9508283,20011107,Masculino,santa cruz,10-25-2022,Rsv.,2720.82
846,2,32,9,Paco Copa Angélica,2240405-LP,12-02-1992,F.,la paz,2013/10/05,ACTIVO,"5,952.70 Bs"
847,6,11,9,Paco Pérez Rolando,10354242 - lp,28/06/1988,hombre,L.P.,20100305,activo,"Bs.5,236.50"
848,17,34,4,Herrera   Valda   Javier,1.310.742 CH,1995/09/20,Masc.,Sucre,09/01/2018,ACTV,BS 3710.53
849,7,11,8,copa callisaya iván,7664932CH,11/12/1997,Hombre,Chq.,09/04/2021,act,5857.2
850,5,38,2,López #Quispe Mario,10608389 - sc,02-03-2002,masc,Sta. Cruz,07/07/2022,Act.,"Bs.2,568.56"
851,9,40,5,Vargas Condori Javier,2275031CB,21/01/1996,H,cochabamba,02-07-2019,en actividad,"Bs.3,351.94"
852,10,33,6,GARCÍA ORELLANA MIGUEL MARIO,C.I. 2279588 LP,12/12/1983,HOMBRE,LA PAZ,07-18-2003,A,4199.37
853,6,37,6,Orellana Yujra Andrés,1.433.1384 LP,08-15-1996,hombre,La  Paz,2021/04/27,ACTIVO,3982.39
854,6,5,2,Gutiérrez\tCanaviri Pablo Antonio,14567119-BN,20010301,H,beni,20211203,ACTV,BS 2247.32
855,19,45,3,Herrera   Gutiérrez   Nelson,7815765-PT,02-21-1996,hombre,Potosí,2016/09/23,Act.,"Bs.3,211.82"
856,4,1,2,Suárez\tVillca Gonzalo,7644275 - lp,20031102,Masc.,Lp,20230309,ACTV,"Bs. 2,522.10"
857,14,16,9,Suárez Callisaya José Jorge,14801524-CB,28-03-1991,hombre,CBBA,20/09/2012,rsv,6101.32
858,6,11,9,Paco Pérez Rolando,10354242 - lp,28/06/1988,hombre,L.P.,20100305,activo,"Bs.5,236.50"
859,1,5,1,  García Ramos Viviana Fabiola  ,6112064 - cb,22-03-2001,fem,Cbba,07-03-2023,EN RESERVA,BS 2343.15
860,16,32,7,Cusi Paco Nelson,1331934,21-02-1992,Masc.,Bn.,25/07/2010,A,"Bs. 4,613.14"
861,12,38,1,  Limachi Rodríguez David  ,9441757 - cb,20041028,MASCULINO,CBBA,09-23-2023,Activo,"Bs.2,306.09"
862,7,20,9,SALAZAR ORELLANA ALEJANDRO VÍCTOR,6430328 - lp,1997/09/19,H,Lp,06-11-2017,ACTV,5404.72
863,15,37,1,Paredes Rivera Alejandro,6108877-PN,08-01-2004,HOMBRE,Pn.,26/09/2022,A,2072.62
864,17,41,9,Rodríguez #Limachi Gustavo,5848200-CB,1993/04/13,MASCULINO,CBBA,2012/07/10,act,"5,858.65"
865,1,35,1,Montaño Condori Pedro Daniel,CI: 5863345,05-18-2000,M,Cbba,06-17-2020,activo.,2016.15
866,1,10,3,PACO GARCÍA RUBÉN,7979221 - sc,01/06/1994,HOMBRE,SC,2012/01/07,activo,"Bs.- 2,860.42"
867,14,29,4,  Aliaga Salazar Fernando  ,C.I. 8353032 LP,17-01-1998,M,LA PAZ,2023/12/01,en actividad,"3,431.44 Bs"
868,20,39,2,Fernández Sánchez Edwin,5228949BN,07-16-1998,H,Beni,11-11-2018,B,2543.97
869,6,12,2,López #Martínez Franz,13886888BN,01/10/1999,H,beni,20190407,Reserva,2610.64
870,18,15,3,Paredes   Martínez   David,14825927 - lp,16-01-1990,HOMBRE,La Paz,10/03/2009,en actividad,"Bs 2.862,93"
871,15,32,2,ALIAGA CALLE LUCÍA,14066111-LP,2000/07/25,MUJER,la paz,21/09/2020,ACTV,"Bs.2,309.79"
872,16,24,5,MARTÍNEZ GARCÍA DANIEL,CI: 9428153,03/08/1982,masculino,Cbba,02/06/2000,en actividad,BS 3955.87
873,4,30,4,Saavedra\tOchoa Mario,C.I. 13285094 OR,1983/06/19,M,Or,26/12/2005,baja,"Bs. 3,358.65"
874,20,12,14,Huanca Callisaya Miguel,1.484.9563 LP,17/01/1971,Masc.,LaPaz,18/09/1996,Reserva,"14,217.13"
875,7,21,4,RODRÍGUEZ HERRERA LUIS,7.855.064 SC,26/08/1987,hombre,Sta. Cruz,17/02/2005,EN ACTIVIDAD,"2,999.53 Bs"
876,5,38,7,Huanca Sánchez Jorge,14650490,13/05/1998,M,la paz,05-11-2022,ACTV,4926.06
877,7,37,1,Condori\tArce José,CI: 5491946,21/04/2003,HOMBRE,Cbba.,21-07-2024,act,"Bs 2.044,82"
878,17,19,7,Morales García Rodrigo,10064773 - sc,19890321,HOMBRE,Sta Cruz,07-09-2011,Activo,"4,821.02 Bs"
879,17,48,2,Canaviri Salazar Natalia,9722462 - cb,02-10-1999,Femenino,COCHABAMBA,03/03/2018,activo.,"Bs. 2,562.86"
880,9,22,4,Chura Villca Patricia,9877175-or,26/05/1983,FEMENINO,ORURO,2004/07/16,en actividad,"3,053.07 Bs"
881,9,22,1,Salazar Ramos Raúl Miguel,9249090,24/01/1998,masculino,santa cruz,28/11/2020,DADO DE BAJA,2345.29
882,15,37,1,Paredes Rivera Alejandro,6108877-PN,08-01-2004,HOMBRE,Pn.,26/09/2022,A,2072.62
883,17,35,4,  Blanco Laura Carla  ,1.490.9300 LP,1980/12/15,Femenino,LA PAZ,01-25-2005,ACTV,3214.79
884,4,16,5,Calle   Sánchez   Silvia,CI: 6287324,19/01/1993,Mujer,la paz,17/12/2011,Act.,"Bs. 3,839.91"
885,7,25,11,CHURA CALLISAYA LUIS,9907521-PT,03-15-1987,HOMBRE,Potosí,2006/04/23,Activo,7996.41
886,13,25,5,HERRERA COLQUE MARISOL TERESA,11916288-LP,19871016,F.,La Paz,2007/06/12,activo.,"Bs.- 3,361.89"
887,14,1,6,Suárez   Chambi   Carlos,13846470 - cb,04-10-1990,M,Cochabamba,2010/09/03,EN ACTIVIDAD,3891
888,2,24,3,  Zenteno Alanoca Cecilia  ,7.871.859 CH,01-07-1983,MUJER,Chuquisaca,16/03/2001,dado de baja,"Bs.2,557.45"
889,19,3,7,Martínez Blanco Wilson,1362517-lp,19930813,HOMBRE,Lp,25/12/2015,Rsv.,BS 5029.36
890,8,50,1,Saavedra Martínez Marcelo,6882175,20030924,Masc.,Or.,20240328,ACTIVO,BS 2169.32
891,17,5,12,Orellana\tCondori Cristian,4494099-LP,04-18-1990,masculino,LaPaz,21/08/2015,A,10019.15
892,1,12,8,Apaza Rojas Antonio,11685670,13-03-1996,masc,Santa Cruz,2016/06/09,Activo,"5,933.03 Bs"
893,4,37,3,Canaviri Callisaya Oscar José,n/a,09/03/1986,MASCULINO,SANTA CRUZ,n/a,activo.,n/a
894,5,12,4,Vargas Laura Angélica,9321648,09/01/1989,MUJER,LP,14/03/2010,act,"Bs. 3,434.24"
895,2,39,1,TITO MORALES JORGE,CI: 3540849,13/04/2003,Hombre,LaPaz,12-05-2024,Activo,2107.86
896,20,30,2,Salazar\tMamani Ramiro,8740921LP,04-25-1999,Masc.,LaPaz,15-11-2017,act,"2,195.14 Bs"
897,4,32,7,Chura\tCanaviri Rubén,13473549,19831006,masc,Or,27/08/2002,Act.,"Bs. 4,449.84"
898,5,47,1,Cruz Machaca Juan Hugo,1.367.2314 SC,09/10/1998,MASCULINO,Sta. Cruz,2018/12/27,Activo,"Bs 2.426,10"
899,5,18,1,Chambi   Zenteno   Erick   Marcelo,CI: 10348119,12/12/2003,Masc.,cochabamba,20250912,ACTIVO,"Bs. 1,894.46"
900,18,28,10,Arce   Suárez   Teresa,CI: 5283210,14/11/1996,Mujer,Chuquisaca,04-15-2016,en actividad,"5,639.64 Bs"
901,3,28,2,Vásquez Fernández Claudia,C.I. 10516939 SC,20020102,femenino,santa cruz,20231024,Act.,"2,521.81"
902,6,8,12,Castillo Paredes Martha,1655531,19821017,fem,LaPaz,2006/06/09,Act.,"7,870.81"
903,13,16,13,Mamani   Choque   Álvaro,s/d,1984/12/23,s/d,s/d,08/08/2008,ACTIVO,"Bs 10.853,39"
904,20,3,9,Rojas Chura Freddy Rolando,C.I. 14953093 CB,01-18-1994,masculino,Cbba,05-18-2017,baja,6584.66
905,14,29,4,  Aliaga Salazar Fernando  ,C.I. 8353032 LP,17-01-1998,M,LA PAZ,2023/12/01,en actividad,"3,431.44 Bs"
906,8,29,1,YUJRA MENDOZA WILSON,2992138-LP,02-17-1999,HOMBRE,La  Paz,03/06/2017,activo,"Bs. 2,236.50"
907,1,29,7,MARTÍNEZ CUSI JUAN ÁLVARO,7.926.858 LP,1990/07/19,Masculino,La Paz,05-19-2012,Reserva,"Bs.- 4,473.61"
908,8,33,2,Machaca   Flores   Germán,3553618-SC,25-10-2005,masculino,SC,2024/01/05,B,"2,418.31 Bs"
909,1,19,1,Morales Chura Gonzalo,8624134 - lp,19990320,MASCULINO,la paz,05/09/2017,activo,"Bs. 2,089.13"
910,1,4,7,Vargas Mendoza Pedro David,8154988LP,18/03/1982,MASCULINO,LP,05/09/2003,ACTIVO,4122.66
911,8,50,4,MAMANI VÁSQUEZ RAÚL,8301883-or,13-05-1988,H,oruro,21-05-2006,activo,3037.21
912,16,10,4,  Paco Arce Wálter  ,4438621-SC,12/04/1988,MASCULINO,SCZ,02-16-2012,B,"Bs 3.435,45"
913,5,9,7,Nina Chura Erick,12723750CB,20/02/1988,masculino,Cochabamba,2013/07/28,ACTV,4815.32
914,10,10,10,García Arce Erick,9398649SC,04-11-1990,Masculino,SANTA CRUZ,10/04/2012,act,"6,940.81"
915,10,42,3,salazar blanco sergio,7705340,1982/02/04,masc,La  Paz,18/04/2007,ACTV,BS 3028.08
916,13,26,1,N/D,8042663-SC,N/D,Mujer,Santa Cruz,02-02-2020,N/D,"Bs. 1,976.26"
917,13,4,12,Zenteno Ramos Arturo,2685776 - sc,19760406,M,Santa Cruz,07/12/2000,NULL,NULL
918,2,50,7,Paco García Alejandro,8828832-sc,19831125,Masc.,SC,25/03/2007,dado de baja,"4,590.88"
919,15,22,2,Machaca Mamani Ramiro,2292538 - sc,17-06-2001,Masc.,Sta Cruz,04/12/2020,Act.,BS 2816.97
920,4,50,13,Limachi García Edwin,10269828-CB,03-05-1990,Masculino,cochabamba,20/11/2011,rsv,"10,777.45"
921,15,10,3,Escobar #Mendoza Rubén Mario,4673414-TJ,1983/12/18,Masculino,Tj,20060724,activo,"3,059.92 Bs"
922,18,24,1,Mamani Vargas Sandra,10177638,2003/08/28,fem,Pt,20250101,Act.,2039
923,2,21,7,  Callisaya Ramos Marco  ,4918527-sc,26/12/1995,HOMBRE,SC,22-07-2019,EN ACTIVIDAD,5018.91
924,13,43,3,Cusi Nina René,8648613-SC,13-01-1995,Hombre,Sta Cruz,2020/11/22,Act.,2943.24
925,1,14,10,Zenteno Gutiérrez Erick,1074018 - cb,02-06-1991,HOMBRE,COCHABAMBA,10/03/2013,A,"6,895.49 Bs"
926,11,15,1,Chambi Arce Fernando,CI: 14657449,03-04-1998,H,Pt,2018/02/13,en actividad,"Bs. 2,110.72"
927,4,49,1,Escobar Flores Ramiro,C.I. 6466883 LP,14/08/2002,masculino,L.P.,03-16-2022,Activo,BS 2403.53
928,5,15,1,Cabrera Herrera Raúl,6528357 - ch,2003/10/16,HOMBRE,chuquisaca,11/02/2025,act,1972.14
929,15,10,9,Laura Aliaga Alejandro,13971541,06-03-1988,H,CBBA,02-01-2013,en actividad,"5,036.39 Bs"
930,10,5,9,  Mendoza Ochoa Rolando  ,4115736,28/09/1992,hombre,LP,20151215,EN ACTIVIDAD,"Bs. 5,596.98"
931,7,10,6,PAREDES PÉREZ PEDRO,8.471.222 LP,28/02/1995,HOMBRE,Lp,07/06/2016,activo.,"4,788.29 Bs"
932,17,26,13,Colque Callisaya José,5416539 - lp,19820302,HOMBRE,Lp,06-25-2005,ACTV,"Bs 8.943,98"
933,14,29,4,Pérez\tAliaga Lorena,4.218.743 LP,16/12/1981,F,L.P.,15-10-2004,activo.,"Bs. 3,235.78"
934,6,12,1,López Montaño Jorge,4.024.300 SC,04/08/2000,masculino,Santa Cruz,02-27-2018,activo,BS 2114.85
935,2,24,3,  Orellana Escobar Yolanda Martha  ,10285500,27/02/1985,femenino,cochabamba,2009/10/01,activo,3320.83
936,3,29,1,Vásquez Orellana Rodrigo,8085066 - lp,20050107,H,L.P.,07/07/2023,act,"2,383.83"
937,19,18,2,Quiroga Rodríguez Jenny,8391531TJ,08/07/2005,F,TARIJA,18-01-2025,ACTV,BS 2547.12
938,6,49,9,MENDOZA PACO FERNANDO,3134406,19950318,HOMBRE,SCZ,03-19-2014,Act.,"5,604.45"
939,12,14,4,Morales Montaño Enrique,10277209-TJ,09/08/1998,masculino,Tj,2021/01/15,activo,"Bs. 3,405.78"
940,6,50,2,Orellana Quiroga Fernando,1779426,25/06/1999,---,la paz,20190420,en actividad,"Bs. 2,319.29"
941,4,40,1,CABRERA TITO MARIO,CI: 6772242,06-10-2001,Masc.,Potosi,2021/12/22,R,2019.18
942,5,1,8,Ramos Poma Sergio,10933714,12-01-1996,M,chuquisaca,2017/02/05,ACTV,"Bs 5.650,31"
943,7,5,7,  Rodríguez Gutiérrez Antonio José  ,9328427LP,10/08/1995,Masculino,L.P.,20180506,Activo,4101.44
944,8,47,6,Huanca Callisaya Hugo,9.080.202 LP,03-14-1992,MASCULINO,La Paz,11-08-2014,act,4644.84
945,11,9,3,Morales Colque Juan,9.943.029 OR,07/01/1988,H,ORURO,2008/12/04,Act.,3171.97
946,5,17,9,Ochoa Quiroga Pablo,CI: 10920027,05/10/1995,H,CBBA,2018/12/24,Activo,"Bs.5,158.45"
947,2,28,11,Mamani Sánchez Hugo,9.105.115 OR,13/11/1990,HOMBRE,Oruro,08/04/2011,EN ACTIVIDAD,"Bs.7,700.05"
948,17,34,5,  Villca Alanoca Martha Valeria  ,14159846SC,18/12/1986,MUJER,SC,06-23-2006,Act.,"Bs.4,134.86"
949,19,26,1,Alanoca Saavedra Álvaro,7.261.796 CB,2000/09/06,hombre,COCHABAMBA,2019/03/28,A,"2,368.29 Bs"
950,8,18,2,Vargas Tito Alejandro,3.844.192 LP,19/05/1999,masculino,La Paz,20/03/2021,act,2135.08
951,10,42,10,Laura Paredes Rosa,2119934-LP,1988/01/23,MUJER,Lp,03/10/2009,A,"7,007.5"
952,15,32,2,Mamani Callisaya Verónica,1356812,19980613,FEMENINO,LP,04/07/2018,Rsv.,"Bs.2,686.27"
953,14,43,9,Vargas   Rojas   Marco,2512159 - lp,1990/04/22,H,La  Paz,2009/04/28,en reserva,"Bs. 6,298.51"
954,15,12,2,Cabrera Zenteno René,13563883,22-08-2005,masc,Cbba,2024/09/12,Act.,2440.17
955,18,29,13,Calle Martínez Franz,2679177,27/02/1975,Masc.,TARIJA,10-20-2000,A,BS 9468.17
956,13,37,12,PAREDES ALIAGA EDWIN,4294552-CB,19-08-1983,MASCULINO,Cbba.,03-12-2001,reserva,"Bs. 9,519.96"
957,8,33,5,Torrez #Huanca Franz,1053903-SC,11-11-1990,M,SCZ,2015/12/09,ACTV,BS 3675.53
958,4,19,7,SÁNCHEZ VÁSQUEZ RODRIGO,CI: 11655059,08-17-1987,Hombre,tarija,07/05/2009,act,"4,650.5"
959,12,43,1,Chura   Arce   Verónica,14122274,12-03-2002,FEMENINO,Chq.,27-06-2024,activo,BS 2271.89
960,12,27,3,ORELLANA ESCOBAR MARCELO,CI: 5866331,11/01/1993,hombre,Cbba.,2011/04/23,en actividad,2790.31
961,16,37,7,LÓPEZ VARGAS ROBERTO,CI: 8056995,20/02/1988,HOMBRE,Oruro,09-15-2006,en actividad,4810.18
962,13,2,10,Callisaya Copa Sergio,9450935 - tj,11/11/1993,Masc.,tarija,2011/11/21,ACTIVO,5794.20
963,13,49,1,  Cruz Vargas Carlos  ,C.I. 13793241 TJ,22-10-2000,Masculino,Tj.,07-08-2018,Rsv,"2,252.94 Bs"
964,3,30,9,  Aliaga Cruz Marco  ,4915473-OR,1988/09/14,Masc.,ORURO,20101009,ACTIVO,"Bs.5,951.92"
965,19,40,5,Chambi Callisaya Rodrigo,5735821,08-01-1993,HOMBRE,Lp,20171006,A,"Bs. 3,617.58"
966,12,44,4,Mamani   Calle   Mónica,CI: 3239478,19911119,F.,La Paz,06-01-2010,R,BS 3226.74
967,15,47,1,Ramos #Arce Oscar,3461185-LP,16/07/1999,Masc.,La Paz,13/01/2021,A,"Bs.- 2,499.54"
968,15,50,2,TITO CASTILLO MARIO,1024707,16/02/1998,Masc.,La Paz,10-05-2016,ACTIVO,"2,348.76 Bs"
969,10,34,4,Escobar Vargas David,n/a,22/01/1990,masculino,n/a,n/a,ACTIVO,"Bs 3.562,97"
970,1,16,2,Poma #López Gabriela,1555218-LP,02-08-1999,femenino,Lp,2018/07/07,Activo,2786
971,10,11,2,Paco Fernández María María,1.203.5208 PT,14/04/2003,FEMENINO,potosí,20250119,ACTV,"2,819.53 Bs"
972,10,16,2,NINA TITO ROSA,CI: 1012904,05/06/2004,MUJER,oruro,2024/01/12,A,"Bs.2,648.80"
973,19,29,5,  Cabrera Castillo Martha  ,2994080,04-17-1995,femenino,Sta. Cruz,23-05-2018,ACTV,BS 3403.59
974,7,21,4,Chambi Saavedra Franz,5754314,1983/08/13,HOMBRE,Bn,09/01/2006,activo.,"3,708.62 Bs"
975,5,48,2,Rivera Sánchez Wilson Wálter,9130270,05-06-1998,hombre,Santa Cruz,20200913,ACTV,2845.93
976,19,48,2,Rivera Machaca Jenny,11080052 - ch,04-11-2001,FEMENINO,Chq,20231216,en reserva,2424.86
977,7,39,5,Cabrera Chambi Hugo Rubén,2604667-PT,07/12/1996,masculino,Pt,05/03/2015,ACTV,BS 3263.44
978,7,20,1,Colque Mendoza Gladys,5.768.827 TJ,07/01/1999,F.,Tj.,10-16-2021,Activo,"2,464.75"
979,2,34,2,LÓPEZ FERNÁNDEZ PABLO,6528202-ch,11/04/2000,H,Chq.,20190119,en reserva,2869.99
980,18,9,7,Zenteno Condori Alejandra,7.207.931 SC,19800216,femenino,santa cruz,08/06/2005,EN ACTIVIDAD,"Bs. 4,084.00"
981,9,8,11,Mamani Sánchez Teresa,6156538,08/06/1980,Fem.,LaPaz,07/11/2000,Act.,7767.01
982,5,45,1,cusi salazar edwin,4008803-OR,24/10/2003,H,ORURO,24-10-2025,A,"Bs. 2,000.86"
983,5,50,8,Vásquez Paredes Juan,13579429 - lp,1991/06/03,M,la paz,27/12/2009,en actividad,4921
984,4,2,2,  Nina Saavedra Adrián Andrés  ,3669613,27-04-2002,Masculino,Sta. Cruz,05-03-2024,activo.,2418.91
985,18,23,1,NINA ROJAS VÍCTOR VÍCTOR,C.I. 1621418 PN,12/06/1998,HOMBRE,pando,2020/12/03,en actividad,2403.12
986,1,46,3,Calle\tMamani Enrique,1189715-lp,1989/06/10,MASCULINO,Lp,09/09/2008,baja,"Bs.3,445.01"
987,18,36,6,PACO TICONA SERGIO,9619152,1992/11/09,Masculino,LP,15/11/2010,act,"Bs.3,585.68"
988,10,17,10,Limachi López Freddy,CI: 4185548,19880917,HOMBRE,Lp,16/07/2006,ACTIVO,6928.68
989,3,13,1,Alanoca Valda Armando,4730545-PN,13-07-2000,masc,PANDO,2018/02/11,ACTIVO,2235.34
990,20,31,3,Yujra Morales Marcelo,6260319LP,16-08-1980,MASCULINO,L.P.,23/06/2002,ACTIVO,"Bs. 2,982.22"
991,13,27,11,Ramos   Salazar   Jhonny,14298832-LP,06/07/1979,hombre,LA PAZ,2001/06/23,A,7220.84
992,13,16,1,Ochoa Poma Iván René,C.I. 14633180 LP,13/07/1998,hombre,La  Paz,27-07-2017,ACTV,1899.05
993,5,24,1,morales choque carmen,4.980.521 PT,01-20-2000,F.,Potosi,06/06/2020,ACTIVO,2376.48
994,16,19,5,Paredes #Condori Carmen Alejandra,N/D,1990/05/26,Mujer,N/D,N/D,BAJA,3279.98
995,13,26,5,Cruz #Fernández Mauricio,5.747.786 CH,20/03/1985,hombre,Chuquisaca,04-03-2008,Act.,"Bs 3.794,35"
996,5,13,1,Alanoca Gutiérrez Javier,7813311,12/02/2003,Masculino,oruro,06-01-2025,ACTIVO,"Bs 2.500,23"
997,19,21,3,Vargas Pérez Jhonny Daniel,4509606-CB,1989/08/19,Hombre,CBBA,20110123,EN ACTIVIDAD,2787.79
998,14,48,7,Flores\tCusi Jhonny,C.I. 9803220 SC,1989/12/13,masculino,SC,2010/07/11,activo.,"4,257.20 Bs"
999,16,47,10,  Aliaga Vargas Rodrigo  ,13517347 - pn,09-09-1989,masc,PANDO,26/01/2010,Act.,"Bs.6,624.14"
1000,18,9,2,Saavedra Poma Rodrigo Jhonny,CI: 1669715,25/04/2003,MASCULINO,Cbba.,07-26-2022,R,2470.14
1001,4,19,7,SÁNCHEZ VÁSQUEZ RODRIGO,CI: 11655059,08-17-1987,Hombre,tarija,07/05/2009,act,"4,650.5"
1002,1,37,2,Tito Gutiérrez Raúl,CI: 4997984,23/05/1999,masc,La  Paz,02-14-2017,ACTIVO,2295.96
1003,9,45,5,Calle Villca María,2411026-PT,19900313,Femenino,Potosí,11/08/2008,act,BS 4016.29
1004,16,29,2,Paredes Alanoca Mario Alejandro,3525773-sc,08-07-2005,H,Sta Cruz,02-14-2023,EN RESERVA,2504.67
1005,10,9,12,Villca   Copa   René,C.I. 11467387 CB,24/02/1984,hombre,Cbba.,2002/11/16,Activo,"8,265.43 Bs"
1006,1,3,2,Mamani Orellana Wálter,14931908-bn,13-12-2001,H,beni,2020/09/22,dado de baja,2600.72
1007,19,35,11,García   Ochoa   Enrique,10849477BN,26-10-1983,Hombre,Beni,20-05-2002,R,7513.69
1008,13,7,3,López #Paco Teresa,10906570-lp,06/02/1984,F,La Paz,2003/11/28,Rsv,"Bs.2,846.59"
1009,16,20,4,zenteno rivera sergio gonzalo,C.I. 12797721 PN,1985/11/06,Masc.,PANDO,20080723,Act.,"Bs. 3,404.10"
1010,2,25,14,Suárez Quiroga Nelson Pablo,CI: 7508433,12-07-1966,H,Cbba.,21/10/1991,Activo,"12,243.19 Bs"
1011,1,40,3,Nina Rojas Jhonny,1.008.6148 CH,03-07-1994,MASCULINO,Chuquisaca,02/02/2018,Activo,"Bs 2.603,42"
1012,11,21,7,Torrez   Villca   Gustavo,9.770.096 SC,08-12-1991,Masc.,SCZ,09-03-2010,activo.,"4,475.42"
1013,9,20,2,  Apaza Pérez Luis  ,C.I. 3582118 CB,25/02/2002,Masc.,Cbba.,20241020,act,2347.08
1014,7,3,7,Ticona Huanca Nelson,5112941-CB,05/05/1989,HOMBRE,CBBA,09-21-2010,activo,4329
1015,3,39,8,Colque Rivera Luis,13921107,10-16-1995,HOMBRE,La  Paz,03-27-2020,A,"Bs 5.964,45"
1016,19,21,1,Cusi Callisaya Alejandro,9546975 - sc,11-21-2005,MASCULINO,Sta Cruz,20231009,activo,"Bs. 2,456.26"
1017,17,39,5,Quiroga Condori Enrique,2510339,17/06/1984,HOMBRE,POTOSI,10-27-2006,EN RESERVA,"3,764.25 Bs"
1018,9,44,8,Rodríguez Colque Antonio,9614853-CB,1996/12/06,hombre,CBBA,01-17-2017,A,5549.3
1019,18,25,5,Cabrera Paredes Cristian,1.178.4814 LP,1988/03/15,hombre,LP,10/08/2012,R,"Bs.3,469.16"
1020,18,33,10,Chura #Cabrera Wálter Arturo,2515453 - pt,05-25-1990,M,Pt,20100727,en actividad,6187.78
1021,8,31,2,Castillo Rivera Nelson Antonio,3541821 - lp,23/01/1998,Masc.,La  Paz,27-06-2019,EN ACTIVIDAD,2724.59
1022,15,48,1,Martínez   Rojas   Iván,CI: 2298454,08-17-2001,HOMBRE,SCZ,2019/06/19,act,"Bs. 2,196.11"
1023,1,44,2,Herrera   Limachi   Rubén,1383428 - lp,2005/07/03,M,la paz,2023/04/19,activo.,"2,206.58"
1024,12,46,8,Alanoca\tChoque Miguel,CI: 13473481,09/10/1988,masc,cochabamba,12-03-2006,en actividad,"4,541.58 Bs"
1025,17,50,1,Suárez Ochoa Jhonny,12000204,21/01/2000,masculino,santa cruz,13/01/2021,EN ACTIVIDAD,BS 2371.88
1026,10,39,8,Mendoza Torrez Héctor,C.I. 9579547 CH,1995/01/08,masc,CHUQUISACA,14/01/2018,EN ACTIVIDAD,5137.98
1027,11,22,1,Orellana Arce Fernando,CI: 4657775,2003/11/02,masc,santa cruz,22/08/2023,Reserva,"Bs. 2,105.93"
1028,4,49,1,Huanca   Sánchez   Alejandra,9110060 - lp,04-21-2000,MUJER,LA PAZ,2020/01/07,ACTV,2523.72
1029,9,23,4,Saavedra Valda Iván,11717445-lp,10-09-1993,hombre,LP,20150716,activo,3189.31
1030,12,38,1,Cusi Vásquez Marco,4494905-SC,06-15-2005,Masc.,SCZ,2025/03/20,reserva,2311.78
1031,8,12,3,Colque Sánchez Wálter,CI: 14784924,1989/02/13,M,Sta. Cruz,20120218,A,"Bs. 3,214.98"
1032,18,19,5,Ticona   Rodríguez   Rubén,11606379,16/11/1982,MASCULINO,Cochabamba,12-20-2004,ACTIVO,"Bs 3.302,55"
1033,16,25,3,García #Mendoza Javier,6030679PT,19/12/1981,MASCULINO,potosí,09-07-2002,en actividad,3279
1034,19,47,1,quiroga alanoca mario,13567834,2004/12/27,hombre,Cbba.,02-18-2023,RESERVA,2144.31
1035,5,44,2,Arce Machaca Freddy,14311610-lp,05-20-2001,hombre,LaPaz,09-02-2023,activo,2866.43
